Symbol,baseMean,log2FoldChange,padj
Gpr125,4423.247,-0.207,0.0
Ptpla,1059.088,0.372,0.0
Fkbp15,4881.815,-0.224,0.0
Trim45,862.019,-0.368,0.0
Tollip,6836.633,-0.178,0.0
Sap30,378.41,0.581,0.0
D16Ertd472e,1820.396,-0.321,0.0
Fam115a,5925.304,0.181,0.0
Nucb2,4985.206,0.226,0.0
Psip1,2757.537,0.299,0.0
Pura,911.19,0.394,0.0
Cep110,1577.63,0.379,0.0
Aprt,4636.433,0.226,0.0
Lrrc61,1056.994,0.368,0.0
Zc3hc1,2032.535,-0.261,0.0
1110049F12Rik,1890.84,-0.272,0.0
Fam133b,1380.136,0.318,0.0
Ulk2,5357.395,0.206,0.0
Deaf1,1534.311,0.311,0.0
Srebf1,20507.531,0.239,0.0
Phka1,2161.451,-0.326,0.0
Nde1,3886.294,0.204,0.0
Hnrnpul1,9270.107,0.205,0.0
Rabggtb,3019.796,-0.271,0.0
Fam193a,3896.871,0.262,0.0
Spnb2,45645.485,0.246,0.0
Ugcg,6199.695,0.262,0.0
Rbx1,5979.175,-0.207,0.0
Ruvbl2,2933.959,0.268,0.0
Lrrk2,3380.544,0.267,0.0
Ripk2,2990.428,0.294,0.0
Zfp384,3343.924,0.213,0.0
Uqcrc2,11094.79,-0.185,0.0
Twist2,489.25,0.491,0.0
9930104L06Rik,1450.429,-0.325,0.0
Lypla1,4129.974,0.516,0.0
Hcfc1r1,10797.615,-0.223,0.0
Polr3h,1585.046,-0.31,0.0
Six1,1801.276,0.304,0.0
A430033K04Rik,651.959,-0.473,0.0
Ntn4,452.067,-0.503,0.0
Fam40a,5223.405,0.199,0.0
Mecom,2258.602,0.298,0.0
Mov10,3882.559,0.294,0.0
Alkbh5,11883.738,-0.219,0.0
Stk10,683.089,0.437,0.0
6030419C18Rik,3629.153,0.222,0.0
BC057079,2558.72,0.297,0.0
Kif16b,2993.891,-0.236,0.0
Ndufa1,2786.893,0.293,0.0
Gjb5,757.712,-0.459,0.0
Foxc1,4013.084,-0.295,0.0
Pxk,4809.558,-0.208,0.0
Rab21,4888.277,-0.217,0.0
Dusp8,603.808,-0.504,0.0
Atm,2316.0,0.453,0.0
B230312A22Rik,5204.305,-0.203,0.0
Elac1,2287.733,-0.248,0.0
Rnf214,2347.344,0.247,0.0
Exoc5,4062.208,0.311,0.0
Adh1,1178.097,-0.374,0.0
Rad52,651.259,-0.474,0.0
Pccb,4002.183,0.215,0.0
Kif7,1278.163,-0.395,0.0
Leprel1,4709.836,-0.233,0.0
Espl1,856.867,0.391,0.0
Lrp10,15597.17,-0.215,0.0
Zswim7,776.684,-0.474,0.0
Slc30a7,5605.907,0.23,0.0
Pck2,3513.636,0.28,0.0
Cops6,9275.454,-0.205,0.0
B3gnt9-ps,3578.126,-0.248,0.0
Ldha,137024.203,-0.146,0.0
Vps13c,3952.134,0.414,0.0
Dio3os,754.222,-0.544,0.0
Skiv2l2,5225.252,-0.192,0.0
D830031N03Rik,1866.46,0.503,0.0
Mpv17l2,1581.56,-0.334,0.0
Ube2q2,5518.047,-0.233,0.0
Plcg1,7915.758,0.18,0.0
Atxn7l1,1878.06,-0.332,0.0
Ugdh,13867.151,0.144,0.0
Rpusd3,881.075,-0.335,0.0
Polh,1395.647,0.382,0.0
Oraov1,1831.859,-0.266,0.0
Clasrp,1379.009,-0.348,0.0
Zfp52,2601.491,-0.376,0.0
Rgs17,555.797,-0.536,0.0
Nod1,2456.728,-0.339,0.0
Utp11l,2340.518,-0.262,0.0
4931408D14Rik,583.666,0.439,0.0
Ccdc134,656.297,0.399,0.0
Prrt2,767.668,0.475,0.0
Tmem20,500.763,0.584,0.0
Cdc42bpg,5689.309,-0.264,0.0
Sugp2,1787.001,-0.239,0.0
Psmc4,8330.076,-0.169,0.0
Sgsh,3410.465,-0.295,0.0
2400001E08Rik,7812.947,-0.197,0.0
Pdk3,3900.429,-0.212,0.0
Fech,8540.33,-0.172,0.0
Tbca,6082.982,-0.195,0.0
Hebp1,2308.717,-0.296,0.0
Itfg3,9162.746,0.194,0.0
Mxi1,5088.075,-0.266,0.0
Gypc,7644.922,0.208,0.0
Nsmaf,2894.004,-0.218,0.0
Rhobtb2,1538.766,0.278,0.0
Eif5b,11810.508,0.167,0.0
Mxd4,4709.89,0.207,0.0
Bmpr2,3822.015,0.42,0.0
Kpna3,4951.261,0.232,0.0
Yy1,3787.439,0.296,0.0
Slc10a3,2382.032,-0.262,0.0
Ppm1g,5978.258,0.172,0.0
Ruvbl1,2238.535,0.31,0.0
Ppp1r3b,1867.184,-0.398,0.0
Dph1,643.555,-0.495,0.0
Rgp1,6681.718,-0.19,0.0
Vhl,3789.229,-0.232,0.0
Mtor,7938.355,0.184,0.0
Slc38a10,27642.413,-0.156,0.0
Vmac,2437.244,-0.257,0.0
Igf2r,22978.759,-0.223,0.0
Epc2,1661.328,0.322,0.0
Retsat,3529.291,-0.23,0.0
Crlf3,1965.599,-0.238,0.0
Ezr,3468.521,0.246,0.0
Pyroxd2,1031.708,-0.558,0.0
Tomm70a,8140.446,-0.2,0.0
Cbr3,2842.396,-0.364,0.0
Akt1,20179.461,0.161,0.0
Map3k10,2374.569,-0.264,0.0
Unc50,3939.435,-0.237,0.0
Dlc1,8382.549,-0.218,0.0
Telo2,1135.348,0.328,0.0
Herpud1,4839.805,-0.209,0.0
Gtf2f1,4366.346,0.221,0.0
Acap3,2991.977,0.239,0.0
Nol6,4981.212,-0.223,0.0
Tex264,6657.624,-0.165,0.0
Clcn2,804.718,-0.376,0.0
Smchd1,5171.176,0.232,0.0
Tshz2,472.104,0.483,0.0
1810058I24Rik,6642.665,-0.254,0.0
Cct3,13464.113,0.185,0.0
Crebbp,2505.994,0.329,0.0
Asah1,17184.366,-0.176,0.0
Ttll4,932.91,0.34,0.0
Larp6,506.84,-0.452,0.0
Ptx3,56976.089,0.239,0.0
Cyb5d1,744.96,0.401,0.0
Mast2,4869.974,0.247,0.0
Flywch1,4297.684,-0.238,0.0
Anxa1,55118.685,-0.205,0.0
Ube2h,15619.554,-0.158,0.0
Slc25a13,645.759,0.48,0.0
Zfp579,670.286,0.499,0.0
Zmynd8,8576.102,0.25,0.0
Fzd6,643.957,0.535,0.0
Lrrk1,3916.05,0.302,0.0
Ddx41,1942.766,0.291,0.0
Hnrnph1,6688.606,0.218,0.0
Arl13b,2002.466,-0.279,0.0
Sidt2,21142.584,-0.176,0.0
Ptbp2,1494.139,-0.384,0.0
6-Mar,9802.417,-0.224,0.0
Prkaca,12077.716,-0.152,0.0
Soat1,4114.106,-0.253,0.0
Rbm43,1875.027,-0.27,0.0
Cdr2,2036.127,0.315,0.0
Bmp2k,3272.472,-0.287,0.0
Rhobtb3,5799.58,0.237,0.0
Aldh1a7,9637.881,0.304,0.0
Dnajb6,14069.597,-0.134,0.0
Slc17a5,1876.019,-0.255,0.0
Fry,727.603,-0.458,0.0
9130401M01Rik,1964.614,-0.291,0.0
Stard4,623.575,0.42,0.0
Ankrd24,605.564,-0.417,0.0
Pkia,714.377,0.51,0.0
Pcbp3,1513.205,0.321,0.0
B3galnt1,3305.529,-0.222,0.0
Cpeb1,2428.723,-0.284,0.0
Ric8b,2555.721,-0.227,0.0
Parp1,3808.535,0.214,0.0
Yaf2,2323.104,-0.305,0.0
Ssx2ip,940.485,-0.335,0.0
2210016L21Rik,2253.479,-0.268,0.0
Rybp,3971.292,-0.189,0.0
Gstz1,9059.835,-0.221,0.0
Endog,572.533,-0.427,0.0
Vdac1,17139.242,-0.13,0.0
Cyhr1,5087.177,-0.209,0.0
Pacsin2,10330.445,-0.182,0.0
Sipa1l2,1843.606,0.299,0.0
Carf,503.987,0.466,0.0
Plin4,103624.721,0.168,0.0
4933407C03Rik,8207.864,-0.223,0.0
Ercc3,4463.601,0.215,0.0
Enoph1,952.699,0.382,0.0
Slc35a2,3343.177,-0.259,0.0
Llph,2675.513,-0.234,0.0
Trappc8,5049.68,-0.213,0.0
Arl3,2351.182,0.28,0.0
Ndufb6,3366.89,-0.289,0.0
Igfbp6,2729.927,0.329,0.0
Nkiras1,1270.254,-0.394,0.0
Ctnnd1,24521.855,-0.161,0.0
Dhx40,5678.222,0.178,0.0
Atp5b,61035.581,0.138,0.0
Mboat7,5111.514,-0.242,0.0
Nedd9,6747.361,-0.214,0.0
Dock11,2355.444,0.24,0.0
Tusc2,2135.985,-0.275,0.0
Pnpla2,31066.698,0.208,0.0
Smarcad1,2187.67,0.314,0.0
Klhl18,1311.151,0.373,0.0
R3hdm2,7575.262,0.246,0.0
Hdgfrp3,2484.356,-0.292,0.0
Ppp1r9b,11717.508,-0.19,0.0
Polr3e,2416.823,-0.247,0.0
Fn3krp,1001.198,-0.328,0.0
Slc25a19,1238.697,0.326,0.0
Tubgcp2,3534.555,-0.259,0.0
Etv4,537.538,0.55,0.0
Ypel1,330.693,0.547,0.0
Lzts2,8775.958,-0.203,0.0
Dtymk,2009.546,0.255,0.0
Enox2,1092.425,0.444,0.0
Adcy9,1263.65,-0.315,0.0
Ciao1,3748.654,-0.217,0.0
Ddx56,3035.025,-0.241,0.0
Zfp639,2322.176,0.24,0.0
Mcrs1,2126.296,0.251,0.0
Ak2,6302.727,0.186,0.0
Kars,8126.091,0.198,0.0
Smad6,2182.477,-0.302,0.0
Fbxo4,2453.993,0.261,0.0
Atp6v1a,21183.181,-0.164,0.0
Inf2,12606.143,-0.215,0.0
Fhl2,3385.319,-0.274,0.0
Fcgrt,15655.074,-0.191,0.0
Zfp280d,1984.151,0.313,0.0
Tmem50b,2918.638,0.218,0.0
Sema3f,6468.224,0.24,0.0
Sltm,3179.404,0.251,0.0
Nexn,686.026,0.408,0.0
Rab5c,16961.95,-0.183,0.0
Abcf2,7219.678,0.17,0.0
Afg3l1,4017.561,0.227,0.0
Akna,480.275,0.485,0.0
Wdr37,1742.301,-0.29,0.0
Ptprs,28393.712,0.149,0.0
Sox12,1033.986,0.397,0.0
Limk2,4151.972,-0.227,0.0
0610037L13Rik,1939.458,-0.237,0.0
Rfwd2,8686.183,-0.152,0.0
Osgepl1,860.293,-0.335,0.0
Runx1,14145.623,-0.205,0.0
Ano1,1869.649,-0.334,0.0
Myl9,3337.219,-0.535,0.0
Itpkb,4611.484,-0.24,0.0
Arl8a,7366.931,-0.195,0.0
Gltscr1,1607.301,0.257,0.0
Bbs7,962.881,0.375,0.0
Mios,2348.045,0.24,0.0
Invs,1636.685,0.31,0.0
Fam40b,623.501,0.534,0.0
Tox4,6034.351,-0.171,0.0
Fam76a,4234.277,-0.24,0.0
Atrip,1202.896,-0.299,0.0
Phb,6833.505,0.173,0.0
Hdgf,18457.53,0.151,0.0
Mapre1,13352.235,0.156,0.0
Lsp1,4174.537,-0.298,0.0
Ereg,4619.758,0.54,0.0
Calml3,1217.828,0.314,0.0
Ptplad1,7658.212,-0.212,0.0
Opa3,1871.03,0.277,0.0
Pias1,4003.536,-0.222,0.0
Actl6a,2226.716,0.253,0.0
Hps5,3698.236,0.268,0.0
Rrp9,895.457,0.333,0.0
Hist1h2bc,4120.298,0.303,0.0
Vars,5765.793,0.203,0.0
Calm2,26334.158,0.22,0.0
Arap2,1212.338,-0.402,0.0
Fam129b,42179.8,-0.154,0.0
Bri3,2963.126,-0.296,0.0
Isg20,2169.549,-0.39,0.0
Ank2,1100.123,0.371,0.0
Fktn,966.943,0.385,0.0
Ankmy2,1931.581,-0.264,0.0
Zfp949,975.078,-0.337,0.0
Rheb,7247.226,-0.223,0.0
Zfml,6486.423,0.204,0.0
Pfdn1,3901.073,0.177,0.0
Usf2,4608.143,0.211,0.0
Fau,31662.777,-0.178,0.0
Xpc,2208.655,-0.247,0.0
Fam188a,2265.891,0.29,0.0
Mex3c,4583.14,0.23,0.0
Picalm,31259.583,0.157,0.0
Kif9,391.956,0.481,0.0
Nup93,3322.459,0.233,0.0
Psd3,3528.056,0.32,0.0
Ulk1,9110.203,-0.208,0.0
2310036O22Rik,2993.916,0.249,0.0
Rnf167,2126.017,-0.301,0.0
St3gal2,12752.979,0.158,0.0
Dennd5b,676.998,-0.489,0.0
Chmp2b,6717.587,-0.187,0.0
Med12,4345.959,0.264,0.0
Tmem179b,1289.294,-0.362,0.0
Ttll7,906.558,0.378,0.0
Tmtc1,831.73,-0.535,0.0
Stxbp2,4680.409,-0.224,0.0
Col9a3,1631.361,-0.387,0.0
Btbd3,6429.622,-0.232,0.0
Cdk18,1593.886,-0.355,0.0
Stbd1,667.194,-0.455,0.0
Actg1,109630.983,-0.161,0.0
Wiz,3625.31,0.269,0.0
Tnfsf12,864.072,-0.365,0.0
Manbal,3599.925,-0.232,0.0
Hdac3,5834.237,0.168,0.0
Rock1,5266.831,0.214,0.0
Foxj3,4445.277,-0.206,0.0
Ap1g2,500.087,0.519,0.0
Helb,1468.52,0.263,0.0
Nrip1,4727.716,-0.276,0.0
Rabep2,1472.59,0.302,0.0
Polr1b,946.704,0.344,0.0
Hsdl1,1231.649,0.294,0.0
Ccdc90a,5065.124,-0.213,0.0
Pcdhgb4,662.39,-0.422,0.0
9030617O03Rik,7529.125,0.179,0.0
Tmem38a,514.708,0.475,0.0
Pafah1b3,1452.702,0.32,0.0
Tom1,3253.059,-0.236,0.0
Orc5,2085.351,-0.246,0.0
Add1,23164.485,0.157,0.0
Tmco7,786.483,0.395,0.0
Mcm9,602.288,-0.447,0.0
Ergic2,4455.33,-0.182,0.0
4930455F23Rik,696.903,0.432,0.0
Map3k12,1801.987,0.303,0.0
Gpank1,741.154,-0.399,0.0
Zbtb41,3213.888,0.281,0.0
Sh2b1,3890.277,0.248,0.0
Thoc3,2916.825,-0.255,0.0
Dusp6,711.7,0.522,0.0
Pdcd2l,771.1,-0.403,0.0
Mmp14,33731.092,0.181,0.0
Fam53a,1811.685,-0.239,0.0
Rbm4,555.57,0.456,0.0
Phf8,3758.747,-0.185,0.0
Arf3,18907.531,0.122,0.0
Agl,5270.937,0.217,0.0
Rp9,2090.459,-0.311,0.0
Lrp8,984.824,-0.322,0.0
Ap1b1,7767.49,0.162,0.0
Med29,1383.516,-0.276,0.0
Secisbp2l,13453.694,-0.129,0.0
Cenpt,850.803,0.377,0.0
Mlkl,1984.721,-0.26,0.0
Plin2,20655.08,-0.233,0.0
Tlcd2,1488.764,0.314,0.0
Barx1,922.146,-0.468,0.0
Foxq1,407.817,-0.567,0.0
Cyb561d1,698.68,-0.442,0.0
Herc4,3298.562,0.246,0.0
Aldh3b1,2419.479,0.234,0.0
Cxcl16,1079.229,-0.402,0.0
Arl4c,1687.499,-0.306,0.0
Scaf8,5838.534,-0.161,0.0
Maf,1064.224,0.373,0.0
Ikzf5,1588.165,0.259,0.0
Ppap2c,3063.443,0.21,0.0
Dusp18,2559.525,-0.317,0.0
Chchd5,1409.555,-0.32,0.0
Mterfd1,1693.897,-0.254,0.0
Kctd13,1057.079,-0.364,0.0
Mgst3,4825.745,0.214,0.0
Def6,2453.547,-0.264,0.0
Golga7,6835.339,-0.189,0.0
4930444A02Rik,2377.997,0.242,0.0
Sys1,2135.749,-0.3,0.0
Hspa14,3190.009,-0.212,0.0
Camk2d,7333.493,0.187,0.0
Tmem60,1825.011,-0.267,0.0
Dmwd,3948.415,-0.228,0.0
Snrpa1,1470.284,-0.318,0.0
Scly,750.54,-0.395,0.0
Pex13,5757.984,-0.21,0.0
Tbrg1,12335.096,-0.169,0.0
Ccdc104,3727.582,-0.218,0.0
Hdlbp,63331.976,0.125,0.0
Suv420h1,3001.78,0.263,0.0
Dus2l,1066.517,-0.291,0.0
Mast4,5788.712,0.253,0.0
Ube2o,4047.595,-0.261,0.0
Slc31a2,2731.469,0.272,0.0
Il34,926.328,0.44,0.0
S100b,5866.432,-0.216,0.0
Purb,8631.874,0.298,0.0
Srsf7,3145.999,0.228,0.0
Rcor2,1656.025,0.299,0.0
Slc1a2,532.458,0.488,0.0
Med28,3303.256,-0.194,0.0
Sirt6,1212.581,-0.297,0.0
Csnk1d,17844.842,0.147,0.0
1600029O15Rik,8730.294,-0.22,0.0
Rap2a,4268.786,0.245,0.0
Lsmd1,1337.107,0.335,0.0
Dffa,1019.141,0.34,0.0
Brox,7109.821,-0.149,0.0
Cisd1,4051.432,-0.27,0.0
Pak3,5870.171,0.279,0.0
Nat9,1681.613,-0.228,0.0
Gmps,5003.088,0.186,0.0
Ccdc112,279.064,0.562,0.0
Immt,10690.547,0.144,0.0
Psmc2,10156.248,-0.167,0.0
Pkp4,1687.726,0.296,0.0
A830080D01Rik,699.032,0.5,0.0
Gemin8,656.621,0.385,0.0
Mms19,4171.238,-0.206,0.0
Dnajc4,1301.294,-0.34,0.0
Rgs2,19812.519,-0.237,0.0
Kifc1,389.608,0.499,0.0
Ngfrap1,3992.231,-0.244,0.0
Klhdc4,1426.715,-0.362,0.0
Fibp,3371.032,-0.268,0.0
Agpat9,1090.281,-0.396,0.0
Nup214,4360.121,0.249,0.0
Sepp1,46587.446,0.188,0.0
Mdc1,3379.264,0.234,0.0
Bmyc,609.951,0.379,0.0
Inhbb,10194.673,-0.188,0.0
Snx32,756.001,0.495,0.0
Arhgap12,2174.325,0.306,0.0
Klra2,1209.315,-0.286,0.0
Zfp825,1299.676,0.293,0.0
Rassf3,1045.517,0.384,0.0
Aph1a,10310.73,-0.149,0.0
Cdca7l,692.239,0.343,0.0
Sema4b,1961.906,-0.276,0.0
Arpp19,6318.946,0.189,0.0
Klhdc8b,762.601,-0.422,0.0
Cyp20a1,2560.443,0.256,0.0
Pold4,4215.452,-0.272,0.0
Cep135,460.332,0.515,0.0
Nop14,3550.483,-0.226,0.0
BC024659,1610.458,0.345,0.0
D8Ertd82e,559.179,0.457,0.0
4833439L19Rik,8740.553,-0.169,0.0
Dusp23,902.754,-0.343,0.0
Neu3,444.335,-0.405,0.0
Atad2,1274.946,0.32,0.0
Plekha8,984.925,-0.291,0.0
Smyd2,3871.016,-0.233,0.0
Zcchc11,3327.156,-0.225,0.0
Txn2,6267.148,0.147,0.0
Taldo1,14858.314,-0.214,0.0
Zfp799,1330.586,-0.283,0.0
Mob3b,516.682,-0.468,0.0
Fam192a,3630.215,-0.219,0.0
Parvb,2304.964,0.267,0.0
Ttc15,3656.207,0.197,0.0
Phldb1,9195.161,0.187,0.0
Cd320,881.439,0.398,0.0
Gm4951,3026.802,-0.534,0.0
Spin1,8871.883,0.171,0.0
1810049H13Rik,507.127,-0.454,0.0
Gatsl2,1757.224,0.309,0.0
Tnfrsf11b,1682.57,-0.488,0.0
Dtwd1,1154.99,0.329,0.0
Scaper,2030.587,0.271,0.0
Zfyve20,3626.596,-0.183,0.0
Pcdh9,1077.197,0.329,0.0
Tpd52,1721.305,-0.271,0.0
Ing5,1069.291,0.348,0.0
Itga8,1832.795,-0.35,0.0
Arf4,27337.098,0.193,0.0
Afmid,575.406,0.487,0.0
Top2b,11895.16,0.164,0.0
Tnrc18,14881.449,0.23,0.0
Fbxl2,2029.562,-0.257,0.0
Fbxw4,1752.38,0.287,0.0
Fam101b,1286.747,0.338,0.0
Cby1,1996.779,-0.265,0.0
Atrx,9641.925,0.257,0.0
Trappc6a,3383.963,-0.254,0.0
Map3k3,5011.897,-0.231,0.0
Rab2b,2564.995,0.229,0.0
Smc3,4761.627,0.208,0.0
Slc39a13,7784.684,0.205,0.0
Tctn2,1793.883,-0.287,0.0
Cmtm7,2366.654,0.261,0.0
Abhd8,3073.27,-0.28,0.0
Mmp2,82625.773,-0.194,0.0
Dcun1d4,2250.175,0.237,0.0
Mgat2,6920.408,-0.172,0.0
2410066E13Rik,377.637,0.56,0.0
Mtmr2,5479.715,-0.166,0.0
Abca9,671.44,0.515,0.0
Nav3,801.791,0.43,0.0
Acadsb,14007.097,0.155,0.0
Gpbp1l1,3805.515,0.177,0.0
Tmed3,13941.188,-0.168,0.0
Lrrc20,1477.788,0.282,0.0
Mgat4a,692.792,0.421,0.0
Bag2,1890.003,-0.305,0.0
Zfp167,627.498,-0.384,0.0
Ccdc82,6222.273,0.208,0.0
Phf17,2603.889,0.282,0.0
Pars2,625.661,-0.398,0.0
Ctps,22076.0,0.187,0.0
Malt1,2056.761,-0.276,0.0
Col4a6,505.986,0.478,0.0
Nr2c1,1356.495,0.309,0.0
Tcf19,1443.119,0.249,0.0
Tbl1xr1,8859.193,0.219,0.0
Arsk,2124.057,0.297,0.0
Idh3b,6437.798,0.173,0.0
Zdhhc1,1941.061,-0.286,0.0
Zfpm1,728.512,-0.414,0.0
Elavl1,4147.983,0.21,0.0
Ftsj3,4705.564,0.191,0.0
Txnl1,8346.441,-0.193,0.0
Zmym1,654.209,0.446,0.0
Eif2a,4489.778,-0.197,0.0
A530054K11Rik,787.383,-0.362,0.0
Ptrh1,608.569,0.434,0.0
Txndc17,7997.785,-0.163,0.0
Aldh3a2,6421.176,-0.154,0.0
Atp5g2,11114.186,-0.14,0.0
Efcab4a,537.686,-0.479,0.0
9030425E11Rik,17801.881,-0.148,0.0
Fam35a,856.816,-0.385,0.0
Poc1a,378.336,0.544,0.0
Nars,13948.967,0.13,0.0
Wdr33,4997.194,-0.174,0.0
Bcl7b,1954.794,0.266,0.0
Eif5,15423.061,0.207,0.0
Mmp28,922.983,-0.406,0.0
Daam1,3092.278,0.221,0.0
2610524H06Rik,1092.091,0.341,0.0
Stard3nl,2195.352,-0.259,0.0
Dhx33,2968.74,-0.221,0.0
Lrig1,6346.161,0.223,0.0
Pknox2,568.497,-0.497,0.0
Golt1b,3925.963,-0.192,0.0
Car5b,7044.826,-0.207,0.0
Klc4,1571.81,0.278,0.0
Ttc39b,10306.901,0.225,0.0
Prkrir,7927.165,0.137,0.0
2310044H10Rik,12163.212,-0.211,0.0
Zcchc5,490.925,-0.562,0.0
Tead4,325.619,0.537,0.0
Pitpnm2,4315.737,-0.199,0.0
Figf,15178.84,-0.265,0.0
Cd1d1,6967.951,-0.271,0.0
Neo1,16777.193,-0.208,0.0
Prkacb,9206.587,-0.133,0.0
Amigo1,759.024,-0.409,0.0
Hdac4,1482.05,-0.324,0.0
Hmgcr,2234.168,0.239,0.0
Cacna2d1,2473.799,0.302,0.0
Naip2,310.691,0.583,0.0
Ccnyl1,1974.279,0.219,0.0
Boc,5053.339,-0.213,0.0
Oas1c,693.659,-0.393,0.0
Chchd2,7815.852,-0.403,0.0
Polr3g,491.317,0.467,0.0
Ppil1,1013.136,0.298,0.0
Ptpn23,8469.374,0.208,0.0
Dusp10,858.946,-0.386,0.0
Lrrc32,12240.88,0.26,0.0
6330409N04Rik,1408.724,-0.266,0.0
Tsen54,1258.559,-0.36,0.0
Tmem8,377.554,0.512,0.0
Hexb,3942.774,-0.206,0.0
Ppm1d,1023.254,-0.364,0.0
Uqcrh,8872.447,-0.172,0.0
Upf3b,1051.994,0.319,0.0
Zmiz2,4161.711,0.236,0.0
Senp8,578.166,0.397,0.0
Hus1,749.757,0.403,0.0
Timm10,578.883,-0.394,0.0
Scyl2,4717.899,-0.216,0.0
Otud3,552.599,0.406,0.0
Ccdc138,319.696,0.541,0.0
Ssh3,4756.383,-0.227,0.0
Ift88,1171.642,0.334,0.0
D330023K18Rik,230.26,-0.572,0.0
Scarf2,12490.493,-0.193,0.0
Ddo,571.195,-0.509,0.0
Ttc13,3331.885,0.179,0.0
Ly96,476.583,-0.446,0.0
Txnrd2,696.323,0.402,0.0
Rwdd3,522.735,-0.5,0.0
Rab33b,2197.634,0.234,0.0
Ap1ar,2667.048,0.201,0.0
Cep170,11598.64,-0.167,0.0
Ppp1r11,2845.566,-0.211,0.0
Uqcrb,6475.213,-0.212,0.0
Msl1,5565.271,0.188,0.0
Stx7,5596.96,-0.195,0.0
Cstf2,2193.13,0.284,0.0
Sigmar1,6405.113,0.168,0.0
Dgkd,7333.433,-0.165,0.0
Cyb5r1,3154.418,-0.205,0.0
2210404J11Rik,562.413,-0.403,0.0
Riok1,1894.721,0.247,0.0
Gpatch1,1352.265,-0.305,0.0
Setmar,238.866,0.524,0.0
Polr2d,1917.688,-0.273,0.0
5330426P16Rik,1208.482,0.305,0.0
Cd151,26575.141,0.15,0.0
4932416H05Rik,759.27,-0.404,0.0
Grcc10,3896.491,0.221,0.0
Dagla,963.234,0.329,0.0
Fam198b,4108.701,-0.318,0.0
Atp5h,10201.226,-0.174,0.0
Arhgef9,1643.212,-0.311,0.0
Epb4.1l2,14910.307,-0.147,0.0
Rcsd1,329.84,-0.491,0.0
9430016H08Rik,1227.615,-0.314,0.0
Ssr2,11240.067,-0.162,0.0
5730455P16Rik,4936.685,-0.2,0.0
Adck2,1612.738,-0.264,0.0
Tsc2,6469.017,0.196,0.0
Btaf1,4712.007,0.253,0.0
Gm4944,1457.577,0.329,0.0
Etfb,7462.735,-0.199,0.0
Mcl1,11942.543,-0.192,0.0
Sgpl1,12145.234,-0.158,0.0
Fam185a,546.805,0.429,0.0
Txndc9,5316.806,-0.174,0.0
Cmtm6,4800.623,-0.208,0.0
Dopey1,3755.765,-0.331,0.0
Sdccag8,2138.482,-0.253,0.0
Mid2,2532.575,-0.255,0.0
Col18a1,12441.091,-0.202,0.0
Sowahc,3049.208,-0.204,0.0
Rexo2,7467.57,0.201,0.0
Tmem219,2007.071,-0.307,0.0
Trim32,4351.166,-0.206,0.0
Neat1,31752.446,0.256,0.0
Cnnm3,1377.344,-0.269,0.0
Hmg20b,2693.238,0.216,0.0
D16H22S680E,1409.939,-0.268,0.0
Fnta,7803.105,0.192,0.0
Ttpal,3309.704,0.225,0.0
Ppie,1546.779,-0.276,0.0
Sec61g,5775.508,-0.189,0.0
Dgka,1071.878,-0.328,0.0
Wbp11,5608.04,-0.188,0.0
Senp5,5104.831,0.177,0.0
Osbpl11,5046.097,-0.167,0.0
Ppp2r5a,5504.421,0.205,0.0
Zfp334,1434.821,-0.224,0.0
Cdon,5047.515,-0.264,0.0
Crat,5901.078,0.174,0.0
Mbd6,2016.886,0.289,0.0
Ppp1r15b,7089.662,-0.143,0.0
Cul9,3187.623,0.28,0.0
Pogz,2429.478,0.25,0.0
Mettl21d,549.9,-0.394,0.0
Tax1bp1,21408.765,-0.145,0.0
Fam124a,947.408,-0.384,0.0
Clcn5,498.202,0.426,0.0
Hgsnat,8223.118,0.158,0.0
Abhd16a,4929.239,-0.205,0.0
Rnf135,1521.115,-0.313,0.0
Syf2,4109.139,-0.179,0.0
Gnal,325.342,-0.501,0.0
Cox17,1554.18,-0.277,0.0
Crlf2,1677.069,0.287,0.0
Camkk1,314.813,-0.536,0.0
Mphosph9,576.244,0.425,0.0
Mettl16,1193.935,0.377,0.0
Gata6,352.98,0.467,0.0
Taf1c,660.503,0.388,0.0
Cmpk1,7207.696,0.318,0.0
Syt17,625.464,-0.397,0.0
Rara,5808.099,-0.259,0.0
Smarce1,7065.145,0.209,0.0
Sh3pxd2b,14931.881,0.129,0.0
Kcnk2,1641.983,0.308,0.0
Zfp563,519.602,0.451,0.0
Ints9,1974.082,0.269,0.0
Myo1d,9460.878,0.176,0.0
Sec62,13789.208,-0.194,0.0
Gna12,3774.89,0.166,0.0
Dhrs9,5005.967,-0.237,0.0
Nr2c2,5087.552,0.212,0.0
S1pr3,19881.541,0.183,0.0
Mtch2,9147.382,0.175,0.0
Tpi1,70866.029,-0.121,0.0
Dpm3,1986.365,-0.274,0.0
Acsl3,1341.754,0.248,0.0
1500001M20Rik,692.562,0.324,0.0
E030003E18Rik,502.159,0.508,0.0
Lancl2,1127.546,0.343,0.0
Foxf2,850.409,-0.354,0.0
Cnbp,22033.001,-0.177,0.0
Mpdu1,2167.864,-0.199,0.0
Cdk7,5137.539,-0.184,0.0
Hyi,1530.385,-0.316,0.0
Oma1,1196.174,0.344,0.0
1110018G07Rik,6932.914,-0.152,0.0
Pldn,3581.181,-0.167,0.0
