Symbol,baseMean,log2FoldChange,padj
Gstm5,6432.361,0.275,0.0
Tmem9b,5491.601,0.258,0.0
Ndor1,2110.613,0.365,0.0
Prr3,1180.862,0.43,0.0
Epc2,1661.328,0.423,0.0
Pias2,3952.225,0.281,0.0
Mecr,1335.279,0.435,0.0
Bcam,1581.476,-0.372,0.0
Slc35e1,6883.919,-0.242,0.0
Whsc2,1764.505,0.361,0.0
Loxl2,21685.035,-0.311,0.0
Tspan3,30865.749,0.275,0.0
Ccdc104,3727.582,0.302,0.0
Ccdc134,656.297,-0.504,0.0
Ppt2,2749.865,-0.298,0.0
Cep97,794.513,-0.535,0.0
Aox1,4991.22,-0.318,0.0
Spats2,2512.507,0.301,0.0
Bnip3,39991.903,-0.272,0.0
Cpd,13990.884,0.279,0.0
Sgta,9061.707,0.273,0.0
Endod1,2696.443,-0.373,0.0
Kif3c,2233.431,-0.426,0.0
AI646023,3548.397,-0.36,0.0
Tfpt,1061.566,0.489,0.0
Slc25a15,1379.901,0.42,0.0
Commd9,1354.471,0.392,0.0
Golgb1,19296.718,-0.4,0.0
Ipo7,7676.931,-0.254,0.0
Ppapdc1b,2051.631,-0.37,0.0
Fgl1,12481.593,-0.326,0.0
Slc20a1,1129.612,0.484,0.0
Sart1,4050.964,0.301,0.0
Sharpin,2282.903,0.375,0.0
Ppm1f,7860.606,0.239,0.0
Minos1,6213.121,0.3,0.0
Nacc1,9669.11,0.254,0.0
Lrrc40,2363.638,0.346,0.0
Srgap2,5427.631,-0.289,0.0
Bbs9,1239.45,-0.541,0.0
Romo1,4879.791,0.299,0.0
Alad,1622.349,0.354,0.0
Atxn2,6354.272,-0.27,0.0
Nupr1,8327.741,-0.3,0.0
Capza2,13466.737,0.288,0.0
Ndst1,10831.814,0.275,0.0
Ndn,3745.197,-0.351,0.0
Rab4b,4525.608,0.296,0.0
Hras1,2737.456,0.345,0.0
Eri3,5321.117,0.282,0.0
AU019823,1826.929,0.339,0.0
Ehbp1l1,7906.555,0.256,0.0
Sorbs2,12727.42,-0.353,0.0
Zfp142,1606.187,-0.488,0.0
Aplp1,1490.844,-0.555,0.0
Pcdh7,5642.241,0.415,0.0
Rusc1,1047.541,-0.409,0.0
Ssb,10783.614,0.283,0.0
Plec,28788.911,-0.325,0.0
Gtf2e2,2428.786,-0.341,0.0
Cog2,3180.203,0.328,0.0
Rnase4,30100.287,0.24,0.0
Zfp60,1671.044,-0.435,0.0
Copg,20430.016,0.196,0.0
Elk3,8493.183,0.271,0.0
Inpp5e,2232.279,-0.289,0.0
Vti1a,2264.651,-0.407,0.0
Lrch1,2134.747,-0.347,0.0
Cse1l,4657.624,-0.295,0.0
Gng5,8562.411,-0.338,0.0
Rsrc1,3194.916,0.349,0.0
Rhbdf2,2883.542,-0.332,0.0
Fam13c,5023.311,-0.304,0.0
Zfp637,2235.201,0.362,0.0
Tor1b,5931.884,0.227,0.0
Foxc1,4013.084,-0.363,0.0
Crlf1,19686.21,-0.285,0.0
Slc27a3,2205.421,-0.416,0.0
Slc29a3,2374.14,-0.323,0.0
Ptk7,6256.534,0.363,0.0
Mtmr9,4808.151,0.22,0.0
Cfh,39669.194,-0.291,0.0
Sh2b1,3890.277,-0.331,0.0
Nlrc5,1596.734,-0.476,0.0
Tsr1,2688.455,0.362,0.0
Efnb1,3238.932,-0.43,0.0
Sil1,8494.212,-0.317,0.0
Mob3a,2834.627,-0.311,0.0
Neu1,2613.322,-0.369,0.0
Rab3a,1209.168,-0.441,0.0
Atp6v1d,5655.929,0.268,0.0
Irgq,5661.165,-0.253,0.0
Arid1b,5506.187,0.311,0.0
Nob1,1802.935,0.376,0.0
Nupl2,788.135,0.452,0.0
Ksr1,2686.015,-0.342,0.0
Wbp11,5608.04,0.27,0.0
Adprh,5988.642,0.264,0.0
Spopl,1335.19,0.468,0.0
Taf1b,1822.013,0.42,0.0
Polr3h,1585.046,0.381,0.0
Cdc42se1,9435.927,0.215,0.0
Kdm2a,11264.324,-0.252,0.0
Dis3l2,1412.961,0.457,0.0
Fars2,1424.253,0.376,0.0
Sucnr1,1729.804,0.395,0.0
Acadl,15843.781,0.197,0.0
Ate1,4620.738,-0.291,0.0
Gstm1,16783.246,-0.342,0.0
Praf2,6588.082,-0.317,0.0
Srp14,6849.044,-0.266,0.0
Tshz1,3499.177,0.351,0.0
Caml,2228.977,0.289,0.0
Tpd52,1721.305,-0.362,0.0
Snhg11,3616.883,-0.376,0.0
Maff,1639.881,-0.481,0.0
Chrac1,1679.722,0.346,0.0
Anapc13,1649.071,-0.399,0.0
Gng7,1971.933,-0.378,0.0
Clk1,5026.201,-0.297,0.0
Strbp,1853.504,-0.41,0.0
Mpdz,5133.417,-0.242,0.0
Pacs1,7427.595,0.32,0.0
Tbk1,2860.902,0.269,0.0
Pbx3,894.39,0.511,0.0
Ralgapa1,2936.198,-0.424,0.0
Slc36a4,1606.152,0.376,0.0
Arcn1,22218.782,0.161,0.0
A130040M12Rik,14486.82,-0.308,0.0
Cnih,10829.997,0.201,0.0
Rhoa,37499.274,0.169,0.0
Mgat1,10984.364,0.227,0.0
Cwc27,1368.468,0.425,0.0
Foxo1,4693.824,-0.23,0.0
Kars,8126.091,0.255,0.0
Sgsm3,1068.56,-0.47,0.0
Tnpo3,8234.923,-0.216,0.0
Itpr2,2332.424,-0.452,0.0
Rnf5,2396.924,-0.355,0.0
Galm,815.002,-0.529,0.0
Pcbp1,11439.481,-0.216,0.0
Camk2n1,850.768,-0.438,0.0
Rgs12,2351.385,0.302,0.0
Tmem161b,773.795,0.554,0.0
Wdr75,3383.786,0.299,0.0
Nubp1,1862.402,0.356,0.0
Nsmce4a,2416.506,0.297,0.0
Zmym3,4538.599,0.226,0.0
Mboat7,5111.514,-0.302,0.0
Mtmr12,2866.854,0.248,0.0
Adra1d,1268.798,-0.38,0.0
Stk35,2607.552,-0.307,0.0
Adk,9943.207,0.228,0.0
Adcy5,9147.22,0.287,0.0
Sike1,2786.84,-0.321,0.0
Cisd2,2765.969,0.358,0.0
Zfp68,3809.112,0.256,0.0
Stoml1,3410.705,0.314,0.0
Arhgap1,8393.711,0.24,0.0
Rbm17,4781.766,0.304,0.0
Klc1,8746.442,-0.206,0.0
Srrm2,28821.37,-0.4,0.0
Txndc5,39815.327,0.205,0.0
Zranb2,5294.653,-0.443,0.0
Nup188,4424.768,-0.279,0.0
Zfp935,985.805,-0.516,0.0
Serpinb8,770.192,-0.583,0.0
Rap1b,15661.717,0.308,0.0
Thbs1,496781.313,0.492,0.0
Nup88,5231.921,0.246,0.0
Vgll4,1842.767,-0.438,0.0
Tgfbrap1,4043.012,0.301,0.0
Pmpca,9022.952,0.211,0.0
Pcmtd2,3651.881,-0.381,0.0
Ephb2,1337.273,-0.399,0.0
Mtap4,35977.961,-0.214,0.0
Tsga14,1015.98,-0.448,0.0
Anln,3914.077,0.403,0.0
Laptm4a,64592.11,-0.149,0.0
1110038F14Rik,1731.216,0.384,0.0
Ik,10173.361,0.223,0.0
Phlda1,5086.867,0.392,0.0
Rnf19a,7224.436,-0.216,0.0
Dek,6145.73,0.367,0.0
Ppip5k1,2060.049,-0.373,0.0
Stat6,13338.844,0.171,0.0
Gmeb1,1018.574,-0.509,0.0
Nab1,8653.805,0.284,0.0
Rbbp6,5709.213,0.211,0.0
Cyld,5263.594,-0.283,0.0
Ranbp3,4732.98,0.297,0.0
Prkdc,2422.502,-0.519,0.0
Prkacb,9206.587,0.182,0.0
Nln,4200.07,0.267,0.0
Btc,579.518,-0.549,0.0
Cask,6307.142,0.276,0.0
Cnn3,32658.946,0.183,0.0
Sec16b,1069.424,0.546,0.0
Btbd10,2067.618,0.371,0.0
Uchl5,1542.721,0.374,0.0
Lasp1,15819.557,-0.215,0.0
Klhl8,1176.79,-0.4,0.0
Fhl3,1207.12,0.52,0.0
1600021P15Rik,757.875,0.467,0.0
Bcl2l2,5892.34,-0.284,0.0
Cd82,6596.99,-0.309,0.0
15-Sep,26208.534,0.243,0.0
A530054K11Rik,787.383,-0.471,0.0
Loh12cr1,1004.049,0.437,0.0
Tbc1d8b,3616.313,-0.372,0.0
Kdsr,3116.176,0.286,0.0
Rad21,11191.39,0.214,0.0
Tor3a,7198.935,-0.385,0.0
Dock4,3204.599,0.358,0.0
Mtus1,7716.545,-0.291,0.0
Rtkn,2564.129,-0.327,0.0
Zfp787,1024.538,0.415,0.0
Abcb8,1509.998,-0.413,0.0
Fam100a,2474.285,-0.316,0.0
Bod1,3640.736,0.236,0.0
Glrx2,1852.072,0.393,0.0
Usp12,3672.123,0.273,0.0
Pdf,1629.829,-0.391,0.0
Uhrf1bp1l,10681.778,0.216,0.0
Wdsub1,1817.044,-0.322,0.0
Prkag1,7487.298,0.228,0.0
Gtf2h5,3458.73,-0.296,0.0
Actl6a,2226.716,0.324,0.0
1110008P14Rik,10928.331,0.322,0.0
Mtx3,1544.899,-0.433,0.0
Cdc16,9178.689,0.205,0.0
Ube2i,14722.005,0.205,0.0
Lrrc58,14252.096,-0.36,0.0
Rbbp8,957.893,0.553,0.0
Tmem160,1536.801,0.468,0.0
Ptplad2,1212.461,-0.499,0.0
5430437P03Rik,5136.023,0.275,0.0
Usmg5,5097.527,0.378,0.0
Cacng7,2201.325,0.355,0.0
Bcl10,2912.032,0.305,0.0
Nmt1,9669.713,0.212,0.0
Gnb2,21872.825,0.195,0.0
Ier2,1803.74,0.412,0.0
Pappa2,1916.654,-0.56,0.0
Wdr11,4460.568,-0.282,0.0
Fam65a,6144.683,-0.234,0.0
Syncrip,9823.272,0.283,0.0
Mcm6,1671.138,0.367,0.0
Wnt16,859.722,-0.557,0.0
Itpr1,9605.36,-0.326,0.0
Tmem184b,9283.513,-0.234,0.0
Ube4a,6800.506,-0.225,0.0
Mmd,3277.294,-0.409,0.0
Erp29,5462.321,-0.242,0.0
Gbas,5508.642,0.208,0.0
Uba52,37277.498,0.254,0.0
Slc39a14,20924.417,-0.232,0.0
A130022J15Rik,1964.394,-0.333,0.0
Cpxm1,2408.065,0.471,0.0
Phactr1,1233.613,0.475,0.0
Timm17a,3438.89,0.303,0.0
Snx15,1572.29,-0.354,0.0
Rnf170,3248.443,0.353,0.0
Smoc2,9407.907,0.267,0.0
Pid1,889.784,-0.433,0.0
2510006D16Rik,3199.013,0.224,0.0
S100a1,7698.498,0.24,0.0
Acot11,1135.424,-0.393,0.0
Ppan,1310.69,0.404,0.0
Abhd14a,1273.173,-0.366,0.0
Ube2e3,5300.421,0.264,0.0
Acad8,3457.498,0.304,0.0
Snrpd3,3738.516,0.294,0.0
Zfp423,2163.573,0.441,0.0
Dcxr,16789.453,0.284,0.0
Arhgef40,10767.211,-0.215,0.0
Cdc42ep3,5822.791,0.317,0.0
Ptpra,10991.705,-0.181,0.0
Gltscr1,1607.301,-0.317,0.0
Hp,879660.141,0.261,0.0
Usp37,924.319,-0.41,0.0
Gphn,3141.791,0.293,0.0
Chchd10,3403.929,0.375,0.0
Dcaf17,1115.74,-0.449,0.0
AI314976,1411.392,0.361,0.0
Ghr,58407.858,-0.196,0.0
Zfp397,2760.002,-0.337,0.0
Esf1,2099.435,0.308,0.0
Tpcn1,2830.366,-0.307,0.0
Hipk1,15540.285,0.262,0.0
Nfs1,4139.249,0.274,0.0
Pls3,32001.442,0.191,0.0
Gulp1,4545.31,-0.446,0.0
Ptpn14,19063.562,-0.355,0.0
Rai1,5936.035,0.32,0.0
2900097C17Rik,26586.574,0.21,0.0
Osbp,8380.975,0.212,0.0
Slc2a1,16678.536,-0.266,0.0
Rnf10,19527.054,0.192,0.0
Mycbp,1564.112,0.396,0.0
Gna11,13077.261,0.165,0.0
Ptrh2,1556.307,0.353,0.0
Tcof1,2990.993,-0.335,0.0
Sirt7,1440.688,0.38,0.0
Dnajc19,1340.695,0.415,0.0
Prrx1,59690.488,-0.228,0.0
Mlst8,1856.906,0.274,0.0
Paxip1,1879.458,0.321,0.0
Yipf5,8510.8,0.23,0.0
Gbp2,8651.703,-0.41,0.0
Ctsc,898.76,0.554,0.0
Ccdc72,4843.987,-0.347,0.0
Rnf8,1433.545,0.404,0.0
Ankrd42,831.146,0.503,0.0
Sfswap,3206.754,0.331,0.0
Abhd16a,4929.239,0.28,0.0
Sema3c,24629.587,-0.336,0.0
Wipf2,1640.766,-0.429,0.0
Msra,1864.395,0.323,0.0
Pcbp4,4642.372,0.256,0.0
Pdcd6ip,18542.84,-0.174,0.0
Ttc14,3442.21,-0.39,0.0
Map3k1,2038.497,-0.444,0.0
5730494M16Rik,1200.652,-0.419,0.0
Adamts1,16755.114,-0.321,0.0
Fam115c,1775.687,-0.402,0.0
Exoc5,4062.208,0.369,0.0
3110002H16Rik,2163.506,-0.314,0.0
Comt,11417.893,-0.195,0.0
Slc43a2,5968.19,0.318,0.0
Sirpa,7439.803,0.209,0.0
Cul2,4407.513,0.279,0.0
Napa,12752.751,0.245,0.0
Ndrg2,7435.004,0.252,0.0
Tmem60,1825.011,0.339,0.0
Mtx2,3434.918,0.314,0.0
Nsg1,8102.569,0.229,0.0
Pgls,4946.83,0.339,0.0
1110054M08Rik,789.304,-0.521,0.0
Ttc38,1872.979,-0.374,0.0
Fam179b,2434.347,-0.378,0.0
Rpa1,5967.667,0.283,0.0
Rock1,5266.831,-0.266,0.0
Syt11,1803.469,-0.34,0.0
Ndufa12,3544.594,0.323,0.0
Penk,51614.323,-0.359,0.0
Agap1,1446.783,-0.418,0.0
Naga,8664.957,-0.23,0.0
Pwp1,2289.087,0.312,0.0
Sssca1,795.558,0.502,0.0
Rmi1,1822.027,-0.344,0.0
Relb,4205.712,-0.27,0.0
Brwd1,4010.842,-0.389,0.0
Slitrk6,980.328,-0.562,0.0
Cox6a1,14569.873,0.22,0.0
Rb1,8946.343,-0.29,0.0
Ndufaf4,767.041,0.556,0.0
Parp10,2282.412,-0.487,0.0
Clp1,979.845,0.434,0.0
Ppp1r14b,4032.416,0.289,0.0
Nfatc4,9183.748,-0.252,0.0
Ahsa1,6684.657,-0.248,0.0
Nedd8,7038.773,0.247,0.0
Arl13b,2002.466,-0.323,0.0
Parp8,2754.456,-0.3,0.0
Tmem131,9869.544,-0.276,0.0
Fam103a1,2887.206,0.257,0.0
Alg14,1938.576,-0.404,0.0
Cct5,12973.257,0.19,0.0
Ptpdc1,3336.973,0.287,0.0
Deaf1,1534.311,0.365,0.0
Phf17,2603.889,0.371,0.0
Dstyk,4912.228,0.26,0.0
Pld3,18139.283,-0.238,0.0
Tenc1,16141.666,-0.278,0.0
Pabpn1,4591.639,0.241,0.0
Znhit1,2516.092,-0.353,0.0
Shpk,1160.965,0.424,0.0
Loxl1,11255.811,-0.331,0.0
Grb2,8871.287,0.191,0.0
B230312A22Rik,5204.305,-0.232,0.0
Ndufa1,2786.893,0.342,0.0
Faf2,10146.334,0.166,0.0
Myo1e,6077.408,0.219,0.0
Mtmr4,3879.871,-0.273,0.0
AI837181,5012.81,0.254,0.0
Casp8,3577.041,0.304,0.0
Tmem59,34781.659,0.164,0.0
Mir682,3766.964,0.363,0.0
Cacnb3,3407.18,-0.301,0.0
Armcx2,7737.111,-0.197,0.0
Mapre2,4364.436,-0.246,0.0
Mettl11a,2160.754,0.345,0.0
Tgfb1,4443.285,0.283,0.0
Pcdh9,1077.197,-0.419,0.0
Pptc7,2479.671,0.399,0.0
Mme,86946.591,-0.287,0.0
Dhrs11,1070.848,0.407,0.0
Ezh2,1163.099,0.483,0.0
Tjap1,3627.656,0.242,0.0
Tssc1,1111.047,0.51,0.0
Tspan14,2801.475,-0.282,0.0
Amz2,3474.284,-0.268,0.0
Eml2,3568.532,-0.312,0.0
Prdx4,8286.966,0.252,0.0
Rab30,1793.873,-0.399,0.0
Myl12b,8688.326,-0.218,0.0
Eif2b5,5540.098,0.227,0.0
Enpp5,3447.658,-0.272,0.0
Elp2,7675.864,0.213,0.0
Kif3b,5295.106,0.22,0.0
Cdk17,3138.848,0.31,0.0
Dirc2,3988.047,0.288,0.0
Me2,1709.159,0.424,0.0
Sec11a,5694.513,0.272,0.0
Timp2,177909.326,0.159,0.0
Zfyve20,3626.596,0.232,0.0
Mgst3,4825.745,0.268,0.0
Yes1,1806.023,-0.346,0.0
Pfkfb3,28693.505,-0.256,0.0
Plekhh2,4113.145,0.293,0.0
Arsj,1055.076,-0.501,0.0
Adamts7,1323.787,0.464,0.0
Pigb,465.166,-0.583,0.0
Cab39l,6746.483,0.316,0.0
Lepre1,5422.178,0.238,0.0
Tmem198b,1797.449,0.299,0.0
0610012G03Rik,1657.964,0.391,0.0
Ndfip2,2764.885,0.26,0.0
Slc16a9,2689.933,-0.355,0.0
Kif21b,1568.191,-0.42,0.0
Hspd1,15379.021,-0.186,0.0
Malt1,2056.761,0.354,0.0
Ankra2,1456.043,-0.396,0.0
Pde4d,1731.748,0.364,0.0
Per1,4074.398,0.395,0.0
Mapk11,618.631,-0.545,0.0
Cdc42ep1,5995.318,0.231,0.0
Socs2,4456.017,0.276,0.0
Bcl2l12,592.007,-0.527,0.0
Gm1821,4464.197,0.299,0.0
Prx,490.313,0.564,0.0
Lrp10,15597.17,0.246,0.0
Armc6,451.132,-0.538,0.0
Hemk1,535.607,-0.542,0.0
Ogn,100572.901,-0.458,0.0
Metap1d,1465.599,-0.34,0.0
Myo10,19393.551,-0.237,0.0
C6,920.719,-0.523,0.0
Crnkl1,2911.452,0.316,0.0
Acad9,4140.732,-0.243,0.0
S100a13,3650.941,0.288,0.0
Flii,15741.904,-0.212,0.0
Colec12,25300.652,-0.212,0.0
Adpgk,3187.748,-0.288,0.0
Zfp446,462.377,-0.559,0.0
Atrip,1202.896,0.355,0.0
Tars,5282.833,0.19,0.0
Klhdc7a,1416.892,-0.331,0.0
Lhfp,9625.948,0.205,0.0
Ufm1,4313.087,0.297,0.0
Rnpepl1,2371.927,-0.296,0.0
9030425E11Rik,17801.881,0.19,0.0
Cetn4,1606.149,-0.322,0.0
Mprip,26411.736,0.131,0.0
Osgepl1,860.293,0.395,0.0
Klf9,7848.749,0.223,0.0
Ublcp1,3473.424,0.308,0.0
Prcp,2992.886,0.299,0.0
Arpc1a,6573.793,0.173,0.0
Fam3a,3619.061,-0.261,0.0
2610507B11Rik,17845.278,-0.199,0.0
Tardbp,9117.649,-0.216,0.0
Slc25a1,12232.448,-0.22,0.0
Cyb561d2,791.636,-0.464,0.0
Thnsl2,1716.52,0.358,0.0
Qpctl,1638.927,0.364,0.0
Hnrnpul1,9270.107,0.231,0.0
Cobra1,6310.385,-0.219,0.0
Afg3l1,4017.561,0.272,0.0
Zfp330,2814.943,0.359,0.0
Mrgpre,901.495,-0.408,0.0
Ak1,16623.777,-0.243,0.0
Tbcb,3733.362,0.268,0.0
Acot13,2059.142,-0.395,0.0
Trim28,12233.357,0.211,0.0
Slc25a10,5757.142,0.286,0.0
Wdr61,4892.754,0.278,0.0
Xpo4,1199.987,0.45,0.0
Zfp335,2092.163,0.327,0.0
Casp9,2092.358,-0.327,0.0
Gjb5,757.712,-0.496,0.0
Gpr64,7373.692,0.319,0.0
Ndufb4,4736.914,0.246,0.0
Gtdc1,735.225,0.496,0.0
Vps45,1541.161,-0.41,0.0
Lix1l,13803.228,0.174,0.0
Dcn,480038.302,-0.168,0.0
Slc9a6,4315.92,0.362,0.0
Tecpr1,4646.565,0.267,0.0
9630033F20Rik,1088.387,0.414,0.0
4632434I11Rik,1245.203,0.407,0.0
Cd248,17554.515,0.337,0.0
Zfp322a,2015.986,-0.381,0.0
Zfp329,1246.012,-0.416,0.0
Cnot6,3292.497,0.336,0.0
Sfxn2,769.076,0.486,0.0
Heatr3,2857.155,0.285,0.0
Donson,657.911,-0.552,0.0
Cttnbp2nl,3728.579,-0.226,0.0
Ascc2,2685.046,-0.253,0.0
Ctsl,91352.87,0.248,0.0
Hnrnpa0,9070.55,0.389,0.0
Aak1,8342.366,0.334,0.0
Zfp563,519.602,-0.584,0.0
Rer1,9376.49,0.165,0.0
5-Sep,3883.852,-0.295,0.0
Nfkbib,2022.288,0.303,0.0
B930041F14Rik,1153.061,0.382,0.0
Tcea1,9272.056,0.23,0.0
Jund,7551.659,0.358,0.0
Nhlrc3,1066.648,0.496,0.0
Myo6,4627.747,-0.277,0.0
Slu7,4581.233,0.228,0.0
Adipor2,18233.368,-0.208,0.0
Plekhm2,4225.104,0.275,0.0
Ddost,24663.266,-0.171,0.0
Ccm2,2903.555,-0.262,0.0
Cdk1,1828.876,0.351,0.0
Homer1,643.698,-0.531,0.0
Ing5,1069.291,-0.428,0.0
Lsm7,1254.334,0.389,0.0
Kctd1,1692.464,-0.342,0.0
H2afz,5110.553,0.398,0.0
Hilpda,1756.913,-0.388,0.0
Senp3,5176.109,0.213,0.0
9-Sep,10890.422,0.233,0.0
Nle1,608.033,0.456,0.0
Cdca7l,692.239,-0.415,0.0
Eif2s3x,22596.425,0.142,0.0
Rabep2,1472.59,-0.356,0.0
Pick1,829.194,0.381,0.0
Dph3,1575.801,0.343,0.0
9930104L06Rik,1450.429,0.357,0.0
Acer3,2320.541,0.356,0.0
Ovca2,756.929,-0.564,0.0
Tmco6,724.086,-0.46,0.0
Dhrs7b,1702.464,-0.385,0.0
Tceanc,627.191,0.543,0.0
Nenf,8473.17,0.239,0.0
Xrcc3,647.113,0.546,0.0
Limd1,5071.975,-0.24,0.0
Arhgef6,2778.983,-0.279,0.0
Zswim6,3246.314,-0.32,0.0
Vnn3,4364.259,-0.316,0.0
5730507C01Rik,707.165,-0.453,0.0
Zfp521,6111.161,-0.279,0.0
Gabpb2,2512.921,-0.354,0.0
Rap1gap2,627.317,-0.566,0.0
Gng2,1482.83,-0.424,0.0
Pcdhb22,1390.142,0.418,0.0
Zhx1,6743.419,-0.21,0.0
Tmem179b,1289.294,-0.415,0.0
Chac2,583.567,-0.504,0.0
Fas,5896.123,-0.251,0.0
Smad5,7633.086,0.203,0.0
Prdm4,2814.87,0.281,0.0
Slc25a42,1385.558,-0.317,0.0
Ppat,1092.696,0.456,0.0
2310035C23Rik,2668.623,0.299,0.0
Cd81,52736.241,-0.179,0.0
Atad1,7672.85,0.212,0.0
Clpb,3720.536,-0.27,0.0
Fam131a,1216.775,-0.411,0.0
Bhlhb9,3331.944,0.269,0.0
Gm15772,39318.149,0.23,0.0
Stxbp6,8779.496,-0.234,0.0
Impdh2,7392.16,-0.207,0.0
Eapp,1993.353,0.29,0.0
Mkx,633.541,-0.501,0.0
Srrd,799.493,0.436,0.0
Rbck1,5363.104,-0.286,0.0
Prnp,61146.011,0.173,0.0
Tead3,4453.403,0.301,0.0
Dtx2,1639.0,0.3,0.0
Aars2,925.01,-0.486,0.0
Orc5,2085.351,0.289,0.0
Yap1,14858.834,-0.133,0.0
1300018I17Rik,1128.486,0.403,0.0
Hspbp1,1639.591,0.35,0.0
Rp9,2090.459,0.369,0.0
Npc1,5631.787,-0.244,0.0
Slain2,4136.842,0.245,0.0
Ube2h,15619.554,-0.177,0.0
Zfp622,2562.639,0.26,0.0
Col1a1,197619.646,-0.329,0.0
Serinc1,38125.967,0.246,0.0
Gtf2a1,1504.345,-0.327,0.0
Ercc3,4463.601,0.245,0.0
Pabpc4,2883.417,-0.316,0.0
Rbbp9,3474.912,-0.231,0.0
Prkab1,3277.494,0.314,0.0
Dot1l,2184.812,0.349,0.0
Mif,23442.228,-0.294,0.0
Rab22a,3146.215,0.28,0.0
Gm10845,772.003,-0.513,0.0
Tctex1d2,669.9,0.551,0.0
Morf4l1,14701.969,0.195,0.0
Tns3,16691.088,-0.181,0.0
Tmem50a,11346.239,0.194,0.0
Grsf1,7337.559,0.217,0.0
Nexn,686.026,-0.462,0.0
Nradd,2194.007,0.288,0.0
Urb2,1591.201,0.31,0.0
Hdac10,836.19,0.467,0.0
E430025E21Rik,7709.523,0.214,0.0
Pip4k2a,930.794,-0.466,0.0
2010106G01Rik,7869.858,-0.29,0.0
Cdc27,6203.0,0.209,0.0
Cox10,1010.019,0.503,0.0
Srebf2,6654.347,-0.283,0.0
Ubl7,4230.251,0.267,0.0
Noc3l,1406.446,-0.383,0.0
Prrc2a,32208.404,-0.235,0.0
Nhsl2,641.091,-0.538,0.0
Mpp5,3207.102,-0.273,0.0
Gpr108,6792.978,-0.204,0.0
Dpp3,6050.739,0.268,0.0
Man1c1,614.786,-0.508,0.0
Ppp1r26,711.84,-0.52,0.0
Twistnb,1228.716,0.392,0.0
Hic1,655.135,-0.544,0.0
Mccc2,1682.466,-0.373,0.0
Poglut1,6029.277,-0.192,0.0
Ccnl2,3962.401,-0.278,0.0
Zhx2,1774.409,-0.398,0.0
2700081O15Rik,3002.574,-0.279,0.0
Atg12,4924.706,-0.222,0.0
6330409N04Rik,1408.724,0.328,0.0
Slc7a6os,1450.831,0.347,0.0
Zrsr1,3710.594,-0.302,0.0
Zfp770,1060.341,-0.364,0.0
Lmbr1,2864.026,0.294,0.0
Plbd2,21055.922,0.215,0.0
Vldlr,6906.595,-0.351,0.0
Ell,5640.138,0.254,0.0
Krit1,3402.064,-0.272,0.0
Kdm5b,7996.748,-0.251,0.0
Col8a2,4722.936,-0.387,0.0
Zfp219,3018.005,-0.281,0.0
Lrrc8a,3827.133,0.268,0.0
Tbc1d10b,4737.872,0.202,0.0
Ccdc157,2415.793,-0.289,0.0
Impa2,1216.351,0.449,0.0
Cdk20,808.352,-0.548,0.0
Ubl3,6439.661,0.203,0.0
Trpc4ap,14598.139,0.149,0.0
Ppap2b,102950.956,0.16,0.0
Rabgap1,7588.597,0.221,0.0
Ndufs8,2489.846,0.328,0.0
Fmr1,15870.417,0.353,0.0
Tmem154,1631.768,0.403,0.0
Snta1,3089.035,0.286,0.0
Slfn2,2567.284,-0.504,0.0
Fgd3,778.818,-0.456,0.0
Arntl,1811.759,-0.278,0.0
P2ry2,1314.054,0.367,0.0
Ly75,848.5,0.48,0.0
Gar1,750.901,0.465,0.0
Wtap,5929.423,0.225,0.0
Ric8b,2555.721,0.251,0.0
Lrpap1,23505.221,0.189,0.0
Dynll2,12984.48,-0.217,0.0
Vps13c,3952.134,-0.449,0.0
Bsg,156905.48,-0.317,0.0
Serhl,3486.181,0.259,0.0
Nmt2,1855.505,0.321,0.0
Marcks,15118.702,-0.56,0.0
Arap1,5834.485,-0.268,0.0
Nup205,5597.778,-0.233,0.0
Kdm4a,8915.091,0.222,0.0
Elof1,2770.538,0.258,0.0
AI597468,3420.448,-0.278,0.0
Zfp46,2033.818,-0.314,0.0
Gm9846,24939.23,0.247,0.0
Mtpap,2415.414,0.278,0.0
Pck2,3513.636,-0.302,0.0
Nktr,6433.58,-0.321,0.0
Cacna1c,1261.093,-0.456,0.0
Pold1,951.515,-0.416,0.0
Ppp5c,3438.488,-0.223,0.0
Ccni,16817.25,-0.232,0.0
Ap2b1,21766.775,-0.144,0.0
Smarce1,7065.145,0.264,0.0
Lpar4,2007.467,-0.485,0.0
Hnrnph2,8362.337,0.191,0.0
Tsc22d1,121995.221,0.236,0.0
Surf2,1721.563,0.294,0.0
Pola2,794.33,-0.479,0.0
Rhot2,2456.506,-0.317,0.0
Dnase1l1,721.166,0.553,0.0
B230118H07Rik,1742.055,-0.306,0.0
Dyrk1a,3680.61,0.289,0.0
Ssbp4,5263.889,0.282,0.0
Gripap1,2233.306,-0.292,0.0
Derl2,3219.96,-0.349,0.0
B3gat3,2202.681,-0.325,0.0
Lpgat1,36573.428,0.275,0.0
Fbxl8,515.318,-0.578,0.0
Ifi204,4328.463,-0.403,0.0
Stx8,1841.193,0.295,0.0
Ankrd24,605.564,-0.434,0.0
Slc1a5,26429.575,0.23,0.0
Ubl5,7475.143,0.211,0.0
Churc1,2035.533,0.409,0.0
Gse1,3241.376,-0.366,0.0
Ap1s1,7205.974,0.24,0.0
2810002N01Rik,2195.061,0.351,0.0
